"ID","PARENT_ID","URI","FILE_PATH","NAME","METHOD","STATUS","SIZE","TYPE","EXT","LAST_MODIFIED","EXTENSION_MISMATCH","SHA1_HASH","FORMAT_COUNT","PUID","MIME_TYPE","FORMAT_NAME","FORMAT_VERSION"
"55","38","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/conservation/DSCN2075.JPG","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\conservation\DSCN2075.JPG","DSCN2075.JPG","Signature","Done","699773","File","jpg","2002-01-01T01:00:02","false","4e593dc54ba6705509802c6f5102900398045649","1","x-fmt/391","image/jpeg","Exchangeable Image File Format (Compressed)","2.2"
"56","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/08-04%20Job%20Training_Mahara%20Okeroa_S-Canty.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\08-04 Job Training_Mahara Okeroa_S-Canty.doc","08-04 Job Training_Mahara Okeroa_S-Canty.doc","Container","Done","28672","File","doc","2008-05-02T09:30:58","false","cbb319b4bf920929ea2eb0b3618c2ece34519ece","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"57","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/08-04%20Job%20Training_Mid-Canty.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\08-04 Job Training_Mid-Canty.doc","08-04 Job Training_Mid-Canty.doc","Container","Done","27648","File","doc","2008-05-02T09:27:24","false","56c2de5cf1cc993f13f4637aebbeaff04e66fc6c","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"58","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/Canterbury%20Regional%20Statement%20NGO%202008.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\Canterbury Regional Statement NGO 2008.doc","Canterbury Regional Statement NGO 2008.doc","Container","Done","34304","File","doc","2008-05-23T14:36:01","false","b432e3402293af5b225649c84fdfd3551666c352","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"59","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/FACTSHEET%20-%20GATEWAY%20SCHOOLS%20-%2024%20April.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\FACTSHEET - GATEWAY SCHOOLS - 24 April.doc","FACTSHEET - GATEWAY SCHOOLS - 24 April.doc","Container","Done","47104","File","doc","2008-05-01T16:56:50","false","7ace1d788d4495507f770dfc3f14ffbf4dc96c36","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"60","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/FACTSHEET%20-%20MODERN%20APPS%20-%2024%20April.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\FACTSHEET - MODERN APPS - 24 April.doc","FACTSHEET - MODERN APPS - 24 April.doc","Container","Done","36352","File","doc","2008-05-01T16:57:04","false","406737cebc6800f5145281057ffa1468ebe43725","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"61","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/gateway-schools-list.pdf","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\gateway-schools-list.pdf","gateway-schools-list.pdf","Signature","Done","17972","File","pdf","2006-08-29T14:31:32","false","970df74f207a7adaf15af2b7638f281507317a53","1","fmt/18","application/pdf","Acrobat PDF 1.4 - Portable Document Format","1.4"
"62","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/FACTSHEET%20INDUSTRY%20TRAINING%20-%2024%20April%20(2).doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\FACTSHEET INDUSTRY TRAINING - 24 April (2).doc","FACTSHEET INDUSTRY TRAINING - 24 April (2).doc","Container","Done","35840","File","doc","2008-05-01T16:55:21","false","313fd7ec2f0a2935246b92b3b0f38facc8cbd313","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"63","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/Nelson%20NGO.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\Nelson NGO.doc","Nelson NGO.doc","Container","Done","34304","File","doc","2008-05-23T14:35:50","false","84b7350543a5842b138cc8f6d1e6143d28e18624","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"64","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/Otago%20MSD%20Regional%20PLan.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\Otago MSD Regional PLan.doc","Otago MSD Regional PLan.doc","Container","Done","33280","File","doc","2008-07-09T15:26:34","false","98bf192306da55948d5992cfd79b5ef4fcb1b7b2","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"65","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/Otago%20NGO%202008.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\Otago NGO 2008.doc","Otago NGO 2008.doc","Container","Done","34304","File","doc","2008-05-23T14:35:39","false","31db5a3e025adc53ab2597e7adf8d40548ede277","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"66","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/ITO%20Stats%20-%20Q4%202007%20-%20Region%20&%20Local%20Authority.xls","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\ITO Stats - Q4 2007 - Region & Local Authority.xls","ITO Stats - Q4 2007 - Region & Local Authority.xls","Container","Done","69120","File","xls","2008-05-01T16:56:09","false","974cd2df7fdf3ce19c0ce0efa5a72a2510962323","1","fmt/61","application/vnd.ms-excel","Microsoft Excel 97 Workbook (xls)","8"
"67","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/NGO%20spreedsheet.xls","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\NGO spreedsheet.xls","NGO spreedsheet.xls","Container","Done","186880","File","xls","2008-05-23T11:08:58","false","8d7cba9d908100a2484b71ac330754262ed73d72","1","fmt/61","application/vnd.ms-excel","Microsoft Excel 97 Workbook (xls)","8"
"68","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/Press%20statement%20Nelson,%20Marlborough%20&%20West%20Coast%20regional%20Plan.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\Press statement Nelson, Marlborough & West Coast regional Plan.doc","Press statement Nelson, Marlborough & West Coast regional Plan.doc","Container","Done","31744","File","doc","2008-07-04T10:10:36","false","18d60681c9537b1b98644e0f14fa8db978e27367","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"69","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/Regional%20Statement%20NGO%202008.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\Regional Statement NGO 2008.doc","Regional Statement NGO 2008.doc","Container","Done","33792","File","doc","2008-05-23T11:28:45","false","acfa891ce618540b444c9ee95456a661cbbd9566","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"70","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/Southern%20Region%20MSD%20Regional%20Plan%20statement%202008.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\Southern Region MSD Regional Plan statement 2008.doc","Southern Region MSD Regional Plan statement 2008.doc","Container","Done","34304","File","doc","2008-07-11T10:37:02","false","cf07cc80e5513baa21d2602748de5648e9147935","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"71","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/Southland%20NGO%202008.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\Southland NGO 2008.doc","Southland NGO 2008.doc","Container","Done","34816","File","doc","2008-05-23T14:36:19","false","5c22cd796ea324953b89bbf51f06daffe42efc08","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"72","2","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches","Speeches",,"Done","","Folder",,"2016-09-28T10:49:44","false",,"",,"","",""
"73","53","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Press%20statements/MSD/Wellington%20NGO%20Funding%202008.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Press statements\MSD\Wellington NGO Funding 2008.doc","Wellington NGO Funding 2008.doc","Container","Done","34304","File","doc","2008-05-23T14:30:05","false","a1fb496cbb10f5189c9497a401d2ae3682312b2f","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"74","72","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation","Conservation",,"Done","","Folder",,"2016-09-28T10:49:42","false",,"",,"","",""
"75","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Backup%20of%20install%20of%20mini%20hydro%20scheme%20hurunui%20island%20.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Backup of install of mini hydro scheme hurunui island .wbk","Backup of install of mini hydro scheme hurunui island .wbk","Container","Done","677888","File","wbk","2006-01-19T13:59:50","false","4964e3f1a2f6dc2c8dd7b572c0afc4cd590f833f","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"76","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Backup%20of%20Notes%20for%20Hon%20Mahara%20Okeroa%20-%20Associate%20Minister%20of%20Conservation.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Backup of Notes for Hon Mahara Okeroa - Associate Minister of Conservation.wbk","Backup of Notes for Hon Mahara Okeroa - Associate Minister of Conservation.wbk","Container","Done","22528","File","wbk","2005-11-30T14:49:27","false","1f7d94d25a23a78b83bb0e3cdd90870c74af5509","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"77","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Backup%20of%20Speech%20notes%20Cape%20Reinga.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Backup of Speech notes Cape Reinga.wbk","Backup of Speech notes Cape Reinga.wbk","Container","Done","31744","File","wbk","2007-05-14T14:05:35","false","2ae78b96ab0e1267deb9d39c75e7102377ef70a0","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"78","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Backup%20of%20install%20of%20mini%20hydro%20scheme%20hurunui%20island%20.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Backup of install of mini hydro scheme hurunui island .doc","Backup of install of mini hydro scheme hurunui island .doc","Container","Done","676352","File","doc","2006-01-20T14:54:24","false","924550c1f2984256e8a41de990a8027149eb2ba5","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"79","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Backup%20of%20Ruataniwha%20speech%202.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Backup of Ruataniwha speech 2.wbk","Backup of Ruataniwha speech 2.wbk","Container","Done","677376","File","wbk","2006-07-12T14:50:14","false","84af64046242321be351b2f7136d30a4f3708104","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"80","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/DOCDM-282149%20Talking%20Points%20Iwi%20Chairs%20Forum%20-%20Hon%20Mahara%20Okeroa(1).doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\DOCDM-282149 Talking Points Iwi Chairs Forum - Hon Mahara Okeroa(1).doc","DOCDM-282149 Talking Points Iwi Chairs Forum - Hon Mahara Okeroa(1).doc","Container","Done","32256","File","doc","2008-04-22T08:59:12","false","bc80b672f332246b2cd3392abaef10eb1aa2865f","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"81","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Backup%20of%20Speech%20Notes%20DOC%20Awards.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Backup of Speech Notes DOC Awards.wbk","Backup of Speech Notes DOC Awards.wbk","Container","Done","672768","File","wbk","2007-08-10T09:21:46","false","d9b75cf70f498d388cd64032123a4f9316d409dc","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"82","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Backup%20of%20Speech%20notes%20Horoirangi%20Marine%20reserve.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Backup of Speech notes Horoirangi Marine reserve.wbk","Backup of Speech notes Horoirangi Marine reserve.wbk","Container","Done","676864","File","wbk","2006-01-26T17:11:04","false","64a01aa8126cbf39a2a52d53e2072284db2fe7da","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"83","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Backup%20of%20Waitangi%20day%20Atawhai%20opening.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Backup of Waitangi day Atawhai opening.wbk","Backup of Waitangi day Atawhai opening.wbk","Container","Done","687616","File","wbk","2007-02-05T11:40:01","false","0fc8c1bd485830875e57e7d5c5f1e9021d39edd4","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"84","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/NZCPS%20notes%20for%20iwi%20hui%20Kaikoura.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\NZCPS notes for iwi hui Kaikoura.doc","NZCPS notes for iwi hui Kaikoura.doc","Container","Done","38912","File","doc","2008-04-22T08:58:50","false","3aa8d8d20529c26c4a41aba174ce34d378e6a3f0","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"85","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Notes%20for%20Hon%20Mahara%20Okeroa%20-%20Associate%20Minister%20of%20Conservation.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Notes for Hon Mahara Okeroa - Associate Minister of Conservation.doc","Notes for Hon Mahara Okeroa - Associate Minister of Conservation.doc","Container","Done","22016","File","doc","2005-12-13T13:06:57","false","1ea505009ed5f04fddb05f129ab2cb652d9e40f6","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"86","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Backup%20of%20Te%20Waihora%20Signing.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Backup of Te Waihora Signing.wbk","Backup of Te Waihora Signing.wbk","Container","Done","675840","File","wbk","2005-12-09T10:57:39","false","563ce8155b4f8ec889f76f9e94a185c924ae3aaa","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"87","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Pleased%20to%20be%20here%20to%20celebrate%20and%20officially%20open%20this%20new%20entranceway%20and%20other%20new%20improvements%20on%20the%20Kaikoura%20Peninsula%20Walkway.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Pleased to be here to celebrate and officially open this new entranceway and other new improvements on the Kaikoura Peninsula Walkway.doc","Pleased to be here to celebrate and officially open this new entranceway and other new improvements on the Kaikoura Peninsula Walkway.doc","Container","Done","20992","File","doc","2006-12-14T11:25:26","false","6e38da5ed92c32a605bcab592554ab2497f186e3","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"88","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Ruataniwha%20Opening.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Ruataniwha Opening.doc","Ruataniwha Opening.doc","Container","Done","31232","File","doc","2006-07-10T15:26:36","false","c9d6e23c9324998fea754f3079729cd64bd9f7c7","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"89","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/install%20of%20mini%20hydro%20scheme%20hurunui%20island%20.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\install of mini hydro scheme hurunui island .doc","install of mini hydro scheme hurunui island .doc","Container","Done","677888","File","doc","2006-01-19T14:02:48","false","7e08fb951e0bbe7063ff130a2c5507b2ee0a7346","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"90","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Speech%20notes%20Cape%20Reinga.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Speech notes Cape Reinga.doc","Speech notes Cape Reinga.doc","Container","Done","30208","File","doc","2007-05-14T15:13:25","false","9ab1b2c95007361fca66f19bb08b2ebf99f8b760","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"91","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Ruataniwha%20speech%202.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Ruataniwha speech 2.doc","Ruataniwha speech 2.doc","Container","Done","675840","File","doc","2006-07-25T16:11:46","false","03b0e4fdff7694d5912b8ef74431b9932caaa916","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"92","72","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Culture%20and%20Hert/","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Culture and Hert","Culture and Hert",,"Done","","Folder",,"2016-09-28T10:49:44","false",,"",,"","",""
"93","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Information%20Pack.pdf","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Information Pack.pdf","Information Pack.pdf","Signature","Done","1594250","File","pdf","2006-01-17T15:02:03","false","8daab06799d240754782067e501318e660e40625","1","fmt/17","application/pdf","Acrobat PDF 1.3 - Portable Document Format","1.3"
"94","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Speech%20Notes%20DOC%20Awards.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Speech Notes DOC Awards.doc","Speech Notes DOC Awards.doc","Container","Done","674304","File","doc","2007-08-10T16:12:24","false","21a65e90896b3444979d2de2b616b3d390796a94","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"95","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Speech%20notes%20Horoirangi%20Marine%20reserve.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Speech notes Horoirangi Marine reserve.doc","Speech notes Horoirangi Marine reserve.doc","Container","Done","679936","File","doc","2006-01-27T08:45:06","false","5fa1948a36921396b90e94e61567ff4d8357c049","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"96","92","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Culture%20and%20Hert/AICCM_Symposium_2006.DOC","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Culture and Hert\AICCM_Symposium_2006.DOC","AICCM_Symposium_2006.DOC","Container","Done","27136","File","doc","2006-04-24T13:47:02","false","dac2cd1ebf06432e7ec56c112333f73863fbcec0","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"97","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Speech%20Notes.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Speech Notes.doc","Speech Notes.doc","Container","Done","684544","File","doc","2007-05-14T16:29:23","false","918d258e6480a75d20d97fa0d25a8fb600355029","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"98","74","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Conservation/Te%20Waihora%20Signing.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Conservation\Te Waihora Signing.doc","Te Waihora Signing.doc","Container","Done","674304","File","doc","2005-12-09T11:30:51","false","65680bbce0ad4bc0e199cfde67f6333dcbfa8e10","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"99","92","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Culture%20and%20Hert/Backup%20of%20AICCM_Symposium_2006.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Culture and Hert\Backup of AICCM_Symposium_2006.wbk","Backup of AICCM_Symposium_2006.wbk","Container","Done","27136","File","wbk","2006-04-24T12:55:53","false","c17def1fc61e1b1201eba3a325b0a2c32f7a0196","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"100","92","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Culture%20and%20Hert/Backup%20of%20formatted%20opening%20of%20Ko%20Tawa.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Culture and Hert\Backup of formatted opening of Ko Tawa.wbk","Backup of formatted opening of Ko Tawa.wbk","Container","Done","26624","File","wbk","2006-03-02T11:29:26","false","8bacba4f2045d7c0424d68c4c63e614ed2dbda80","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"101","92","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Culture%20and%20Hert/Arts%20Pasifika%20Awards%202007%20.doc","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Culture and Hert\Arts Pasifika Awards 2007 .doc","Arts Pasifika Awards 2007 .doc","Container","Done","693248","File","doc","2007-11-12T12:29:13","false","2de949964cfafee90d13998cc1cd6646220670e2","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"102","92","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Culture%20and%20Hert/Backup%20of%20Kite%20Speech.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Culture and Hert\Backup of Kite Speech.wbk","Backup of Kite Speech.wbk","Container","Done","682496","File","wbk","2006-11-14T12:58:49","false","85e86f6094f2d1ab40dcd088b8f4c55d6a5c0b01","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"103","92","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Culture%20and%20Hert/Backup%20of%20Ko%20Tawa%20Whangarei.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Culture and Hert\Backup of Ko Tawa Whangarei.wbk","Backup of Ko Tawa Whangarei.wbk","Container","Done","682496","File","wbk","2006-12-06T14:06:19","false","9d06360f2bcbb5c92a22a161fe1660aa5c229502","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"104","92","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Culture%20and%20Hert/Backup%20of%20Protected%20Objects%20Bill.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Culture and Hert\Backup of Protected Objects Bill.wbk","Backup of Protected Objects Bill.wbk","Container","Done","38912","File","wbk","2006-08-02T10:57:32","false","1cb682a1278c8e84619ff2429686ab5972a8300c","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"105","92","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Culture%20and%20Hert/Backup%20of%20Speech%201%20Japan.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Culture and Hert\Backup of Speech 1 Japan.wbk","Backup of Speech 1 Japan.wbk","Container","Done","26112","File","wbk","2007-01-16T11:36:40","false","3fdfa7c4b5b506a6ea7e1eb85ece1b5241f2d5e3","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
"106","92","file:////arcwn-fp02.archives.net/homefolders$/spencero/Desktop/asa/E1%20Demo/Speeches/Culture%20and%20Hert/Backup%20of%20KĀI%20TAHU%20WHĀNUI%20SPEECH.wbk","\\arcwn-fp02.archives.net\homefolders$\spencero\Desktop\asa\E1 Demo\Speeches\Culture and Hert\Backup of KĀI TAHU WHĀNUI SPEECH.wbk","Backup of KĀI TAHU WHĀNUI SPEECH.wbk","Container","Done","685568","File","wbk","2007-06-12T14:07:13","false","d0000cfb2ff7e3a8bb5257c6b3565459e7b5d1ea","1","fmt/40","application/msword","Microsoft Word Document","97-2003"
